date,avg_temperature,humidity,energy_consumption,urban_population,energy_price
2022-09-22,11.78,77.21,2239.69,81.41,72.24
2022-09-23,9.79,41.19,10690.7,60.1,82.42
2022-09-24,13.95,45.46,7323.7,77.48,73.39
2022-09-25,8.23,49.87,2148.92,61.32,57.5
2022-09-26,12.07,32.09,4932.57,72.33,94.06
2022-09-27,13.76,53.52,14845.04,69.42,39.66
2022-09-28,13.87,83.26,13649.93,70.28,156.33
2022-09-29,9.56,48.09,14128.06,63.15,168.26
2022-09-30,13.49,34.97,14569.53,73.59,131.35
2022-10-01,11.59,48.67,8230.37,74.56,184.09
2022-10-02,9.53,45.33,10373.98,60.93,122.4
2022-10-03,10.83,80.11,10189.53,76.35,181.97
2022-10-04,14.27,76.01,3966.38,71.17,166.62
2022-10-05,12.12,85.65,5242.54,77.78,170.46
2022-10-06,12.6,47.68,8306.61,89.27,114.97
2022-10-07,11.74,55.65,7806.78,79.95,139.98
2022-10-08,13.72,73.09,2292.12,78.77,33.36
2022-10-09,14.87,34.49,9426.96,67.06,99.51
2022-10-10,10.82,81.89,5222.38,60.9,37.06
2022-10-11,13.73,72.57,9110.87,89.2,161.44
2022-10-12,13.49,59.96,3961.78,81.24,150.02
2022-10-13,13.59,63.63,11123.2,86.83,61.52
2022-10-14,9.54,31.84,9297.16,78.03,123.05
2022-10-15,12.75,44.4,2571.15,72.15,173.1
2022-10-16,14.56,30.83,5516.91,77.04,128.39
2022-10-17,13.06,44.57,7396.34,89.41,165.03
2022-10-18,14.76,45.43,10654.95,61.75,178.68
2022-10-19,13.0,82.34,14861.12,87.16,162.06
2022-10-20,10.13,81.39,13484.76,75.62,76.17
2022-10-21,12.78,47.33,8476.96,80.18,75.75
2022-10-22,12.52,64.55,11773.69,71.22,135.84
2022-10-23,12.25,76.68,11936.81,87.23,137.47
2022-10-24,11.72,86.32,11039.84,77.8,34.24
2022-10-25,13.32,64.48,13965.47,82.8,139.06
2022-10-26,11.4,54.31,2783.33,73.6,51.64
2022-10-27,15.27,66.11,8510.42,74.82,136.45
2022-10-28,13.34,72.84,6975.62,82.5,36.28
2022-10-29,14.93,40.83,3958.78,84.77,185.38
2022-10-30,14.55,83.32,12065.69,78.37,97.42
2022-10-31,14.98,68.22,4098.62,85.23,83.37
2022-11-01,17.8,77.6,10459.82,77.45,163.36
2022-11-02,16.87,35.54,9483.75,85.76,193.39
2022-11-03,16.7,82.21,11249.37,68.25,180.69
2022-11-04,16.06,71.15,4183.96,84.07,92.94
2022-11-05,16.72,58.95,10593.31,72.48,175.85
2022-11-06,15.93,40.28,9742.7,83.37,178.57
2022-11-07,18.14,64.41,6594.71,80.53,70.26
2022-11-08,18.46,57.39,11013.14,67.37,128.6
2022-11-09,16.68,32.02,4400.59,67.23,118.82
2022-11-10,15.71,45.97,2701.27,73.7,159.44
2022-11-11,17.63,73.83,4051.28,63.87,60.2
2022-11-12,15.61,70.7,2554.75,69.8,102.04
2022-11-13,15.42,84.61,5232.53,80.19,105.05
2022-11-14,16.32,70.56,5534.48,79.19,165.3
2022-11-15,15.58,43.68,8373.26,84.75,46.89
2022-11-16,17.43,61.83,8550.89,82.12,178.64
2022-11-17,15.29,84.25,10616.15,60.45,189.46
2022-11-18,15.35,30.27,9505.5,82.84,75.3
2022-11-19,16.34,30.49,8647.13,81.3,135.66
2022-11-20,15.07,49.51,7765.61,88.64,57.68
2022-11-21,15.78,55.44,10865.23,69.79,42.35
2022-11-22,16.71,84.03,1639.55,77.44,106.67
2022-11-23,16.91,57.13,11783.96,76.35,150.58
2022-11-24,15.14,42.09,11661.66,68.82,97.64
2022-11-25,15.8,72.14,9358.5,71.57,195.13
2022-11-26,17.63,52.07,3822.2,75.63,124.97
2022-11-27,15.9,87.3,3180.59,61.13,51.48
2022-11-28,16.14,56.29,10652.32,85.71,81.44
2022-11-29,15.95,68.86,4473.44,75.4,175.32
2022-11-30,16.82,34.5,11257.45,78.45,176.32
2022-12-01,22.49,82.53,2218.12,66.66,198.26
2022-12-02,22.49,57.16,3047.44,71.11,48.92
2022-12-03,22.49,81.47,4930.49,66.8,161.67
2022-12-04,22.49,78.85,1219.3,85.35,159.09
2022-12-05,22.49,56.77,1305.1,84.89,142.04
2022-12-06,22.49,51.96,3496.12,67.2,180.42
2022-12-07,22.49,30.34,4777.86,88.1,149.7
2022-12-08,22.49,78.75,4782.32,73.39,193.25
2022-12-09,22.49,60.66,5903.65,85.06,58.5
2022-12-10,22.49,55.21,3746.61,65.78,151.17
2022-12-11,22.49,48.51,2709.46,65.11,96.4
2022-12-12,22.49,35.63,4652.8,69.19,83.9
2022-12-13,22.49,64.41,1233.18,83.28,34.3
2022-12-14,22.49,78.46,1755.91,67.41,173.82
2022-12-15,22.49,79.54,2043.83,77.23,35.15
2022-12-16,22.49,37.51,5930.28,77.23,159.63
2022-12-17,22.49,52.61,6931.89,65.97,147.89
2022-12-18,22.49,43.82,2598.64,63.09,158.63
2022-12-19,22.49,68.52,3118.46,68.79,184.94
2022-12-20,22.49,85.53,5018.66,62.02,88.7
2022-12-21,22.49,65.48,3665.89,79.78,132.56
2022-12-22,22.49,78.18,6083.0,81.7,140.67
2022-12-23,22.49,42.51,7915.11,85.83,40.18
2022-12-24,22.49,81.58,4607.6,62.18,161.26
2022-12-25,22.49,85.22,7125.26,66.77,182.54
2022-12-26,22.49,65.7,6495.64,78.53,171.14
2022-12-27,22.49,52.9,4772.23,80.45,105.74
2022-12-28,22.49,79.17,2119.96,60.64,81.38
2022-12-29,22.49,84.21,5505.55,67.15,130.17
2022-12-30,22.49,62.22,4081.91,62.05,153.68
2022-12-31,22.49,79.7,6156.87,68.55,43.09
2023-01-01,29.15,61.55,8298.35,72.22,44.67
2023-01-02,29.94,45.01,8909.89,60.46,62.08
2023-01-03,28.78,69.3,7640.61,67.07,86.97
2023-01-04,29.96,64.76,10618.93,62.19,39.9
2023-01-05,28.39,67.83,1925.99,84.01,191.39
2023-01-06,26.84,59.63,8585.35,83.46,66.36
2023-01-07,26.69,60.58,8560.43,84.47,132.49
2023-01-08,29.42,80.61,2779.44,79.72,175.66
2023-01-09,27.26,60.12,5331.75,89.31,158.96
2023-01-10,28.46,39.37,10792.6,75.98,161.17
2023-01-11,29.41,79.96,11231.61,72.68,82.56
2023-01-12,29.85,81.15,5229.26,68.9,49.33
2023-01-13,28.52,41.82,1794.09,66.61,184.15
2023-01-14,26.88,85.13,10827.69,83.07,198.87
2023-01-15,29.66,77.56,11658.77,87.07,84.04
2023-01-16,29.02,68.68,10642.82,67.23,184.33
2023-01-17,28.55,44.41,9454.54,77.28,90.6
2023-01-18,28.91,49.81,6187.47,64.67,146.88
2023-01-19,26.83,50.46,8418.04,81.82,159.16
2023-01-20,29.16,49.84,9771.58,78.88,49.2
2023-01-21,28.36,52.19,4312.02,76.52,125.83
2023-01-22,27.2,34.73,7011.34,79.31,51.36
2023-01-23,28.91,82.81,5563.89,74.88,172.77
2023-01-24,26.82,66.45,8192.98,74.94,44.13
2023-01-25,26.51,78.25,3048.27,86.94,123.11
2023-01-26,28.04,70.75,7462.32,80.95,73.05
2023-01-27,29.86,72.09,4476.95,85.27,168.01
2023-01-28,27.44,85.01,3304.02,70.98,47.97
2023-01-29,28.87,49.77,5657.8,67.04,172.95
2023-01-30,27.31,74.57,6064.02,80.54,43.78
2023-01-31,28.03,89.25,7221.22,69.34,43.99
2023-02-01,29.97,32.4,12943.6,66.48,101.71
2023-02-02,30.49,86.85,11263.31,81.85,39.61
2023-02-03,31.26,58.28,11591.19,68.67,94.94
2023-02-04,35.05,76.91,11741.3,88.7,83.61
2023-02-05,34.17,84.7,13465.22,84.14,35.23
2023-02-06,35.16,65.04,9533.3,70.06,184.25
2023-02-07,32.63,32.43,10662.45,82.17,172.94
2023-02-08,33.55,45.5,3528.89,68.37,151.22
2023-02-09,30.86,67.92,7823.21,77.58,37.33
2023-02-10,30.73,72.1,5562.99,78.11,76.19
2023-02-11,30.26,70.14,4598.47,68.87,142.52
2023-02-12,33.36,47.8,7574.75,72.03,78.0
2023-02-13,31.28,69.59,14164.34,85.41,196.74
2023-02-14,31.92,69.64,13678.8,87.11,149.5
2023-02-15,32.3,56.9,12971.51,68.26,177.2
2023-02-16,34.12,37.52,4162.89,73.85,68.5
2023-02-17,34.49,71.59,7356.99,88.35,164.74
2023-02-18,30.44,71.46,9923.23,80.18,94.7
2023-02-19,34.94,86.48,2027.44,84.06,195.45
2023-02-20,34.43,47.99,4978.47,69.52,66.31
2023-02-21,33.97,79.23,11079.8,78.38,92.84
2023-02-22,29.68,40.07,12619.58,70.24,78.29
2023-02-23,32.11,54.19,2755.01,63.0,119.65
2023-02-24,33.32,58.32,5588.49,82.74,179.82
2023-02-25,35.09,69.6,8062.94,72.97,188.95
2023-02-26,31.86,67.98,10894.16,71.19,85.19
2023-02-27,33.55,79.1,7855.12,73.2,56.31
2023-02-28,34.01,39.15,5603.64,70.47,143.0
2023-03-01,32.46,70.5,13268.87,74.19,125.31
2023-03-02,34.73,58.17,10414.35,68.84,71.64
2023-03-03,37.23,34.41,2555.82,67.43,155.85
2023-03-04,35.66,50.56,14702.65,81.68,69.2
2023-03-05,30.83,80.32,3310.82,67.13,87.2
2023-03-06,36.35,84.89,7653.19,75.74,190.96
2023-03-07,32.78,44.05,12062.36,78.94,81.98
2023-03-08,31.78,73.42,15998.05,66.64,129.77
2023-03-09,34.67,59.03,14311.05,89.14,112.92
2023-03-10,36.95,79.37,11244.53,64.07,83.12
2023-03-11,31.51,69.86,14472.53,71.67,153.16
2023-03-12,34.21,32.53,9619.53,77.45,69.43
2023-03-13,33.71,56.18,14345.79,68.28,74.36
2023-03-14,32.77,40.24,12833.86,65.26,68.45
2023-03-15,35.96,80.06,4102.07,65.28,158.11
2023-03-16,32.07,87.98,4254.23,70.88,135.89
2023-03-17,31.56,45.12,10681.19,71.22,110.14
2023-03-18,31.73,36.0,14156.66,79.28,86.5
2023-03-19,35.42,62.6,10853.67,80.24,197.9
2023-03-20,31.57,83.74,14429.56,76.18,76.11
2023-03-21,35.81,83.88,2308.2,72.65,168.12
2023-03-22,34.26,72.94,8621.8,64.08,120.53
2023-03-23,34.3,54.49,15468.06,77.17,157.78
2023-03-24,35.43,40.8,13499.36,86.74,42.63
2023-03-25,31.43,80.17,13030.0,66.41,44.43
2023-03-26,36.63,52.04,15388.28,70.48,141.66
2023-03-27,35.25,78.87,5034.42,71.51,150.08
2023-03-28,33.11,45.15,10787.99,80.73,149.33
2023-03-29,31.94,31.7,12530.99,85.06,51.72
2023-03-30,35.85,58.78,5346.08,73.13,65.4
2023-03-31,33.0,89.73,5761.1,71.93,93.27
2023-04-01,35.47,84.58,14587.53,76.02,176.35
2023-04-02,31.69,61.39,14326.22,72.12,41.81
2023-04-03,33.74,39.05,6342.16,86.65,181.59
2023-04-04,29.59,80.7,3888.88,68.02,103.71
2023-04-05,30.77,38.65,12364.83,63.83,133.41
2023-04-06,29.78,46.62,7925.56,60.74,44.7
2023-04-07,29.89,46.98,8915.16,86.35,162.33
2023-04-08,30.29,86.81,4513.83,87.18,30.02
2023-04-09,30.19,83.99,8880.5,87.95,97.66
2023-04-10,33.42,33.93,13759.33,83.7,176.67
2023-04-11,35.03,55.01,6520.02,60.24,66.3
2023-04-12,32.14,74.18,3809.09,83.92,191.5
2023-04-13,32.92,75.61,7486.19,84.44,96.76
2023-04-14,34.33,79.71,5182.84,87.99,113.28
2023-04-15,32.72,47.13,5276.12,87.59,137.01
2023-04-16,35.05,51.41,9442.15,65.86,175.32
2023-04-17,31.35,40.23,10236.2,69.76,149.8
2023-04-18,29.94,75.41,13133.92,65.48,66.01
2023-04-19,35.0,44.19,11409.61,73.68,119.55
2023-04-20,33.95,85.12,13945.3,71.55,90.11
2023-04-21,29.9,31.2,9895.96,63.08,187.85
2023-04-22,34.01,67.72,11765.28,64.23,131.27
2023-04-23,29.84,52.1,8341.76,74.19,111.06
2023-04-24,35.44,56.04,11799.52,64.07,175.04
2023-04-25,33.24,54.61,8845.88,87.98,158.17
2023-04-26,32.6,49.31,13093.6,67.49,134.88
2023-04-27,31.38,57.05,11652.0,83.74,126.28
2023-04-28,30.88,78.59,11348.32,74.87,174.72
2023-04-29,34.16,35.27,1947.06,72.07,105.54
2023-04-30,33.05,41.79,13617.12,84.95,61.63
2023-05-01,27.0,74.36,3684.55,76.34,155.81
2023-05-02,28.11,33.03,5193.48,84.42,149.33
2023-05-03,28.21,73.78,7645.82,71.85,114.63
2023-05-04,29.26,80.32,9158.63,61.3,179.88
2023-05-05,27.43,38.81,5488.32,85.34,88.66
2023-05-06,28.89,77.17,3062.15,87.8,139.44
2023-05-07,27.69,75.77,9758.3,72.2,66.76
2023-05-08,29.88,80.38,2594.7,76.6,101.86
2023-05-09,27.15,45.17,10355.48,89.56,122.25
2023-05-10,28.72,79.44,9826.24,89.38,47.69
2023-05-11,29.78,35.41,11286.3,66.35,60.08
2023-05-12,27.1,34.18,3899.58,75.15,75.41
2023-05-13,28.13,63.94,3235.78,74.33,73.18
2023-05-14,27.76,78.41,7012.59,87.71,190.66
2023-05-15,29.34,33.65,10293.56,86.1,40.5
2023-05-16,26.84,67.0,10069.25,75.99,44.09
2023-05-17,28.57,77.77,9908.67,65.15,128.64
2023-05-18,27.87,66.93,10916.33,63.68,31.83
2023-05-19,29.82,76.9,4846.53,68.92,109.14
2023-05-20,27.13,34.58,3838.79,74.58,34.15
2023-05-21,26.9,67.12,3706.77,88.77,59.67
2023-05-22,27.02,75.03,8168.89,60.43,185.33
2023-05-23,29.91,87.86,7400.35,76.89,55.98
2023-05-24,29.27,72.68,5190.52,88.61,190.83
2023-05-25,29.15,46.56,9809.56,82.95,154.18
2023-05-26,29.78,53.55,3443.67,74.53,146.0
2023-05-27,27.84,34.49,8482.59,73.54,66.55
2023-05-28,28.9,56.7,5238.88,70.05,104.58
2023-05-29,29.55,43.08,9925.82,63.84,157.13
2023-05-30,26.93,81.22,9056.33,70.84,83.37
2023-05-31,29.85,59.85,8217.71,63.08,157.69
2023-06-01,22.49,36.9,7443.68,83.95,113.42
2023-06-02,22.49,35.98,4017.91,80.16,141.33
2023-06-03,22.49,32.95,3286.53,87.32,127.27
2023-06-04,22.49,55.54,1922.28,73.33,117.71
2023-06-05,22.49,67.21,6861.56,65.33,91.0
2023-06-06,22.49,32.36,5318.33,65.13,144.67
2023-06-07,22.49,64.77,7862.72,79.28,124.71
2023-06-08,22.49,73.87,6522.7,79.44,181.48
2023-06-09,22.49,64.44,6752.21,64.53,66.23
2023-06-10,22.49,30.53,1105.66,63.16,94.08
2023-06-11,22.49,31.64,6020.76,61.22,166.97
2023-06-12,22.49,73.17,7456.26,71.92,177.96
2023-06-13,22.49,41.3,5552.38,83.23,166.72
2023-06-14,22.49,48.93,7579.98,84.92,165.34
2023-06-15,22.49,55.84,3268.63,77.56,146.2
2023-06-16,22.49,73.16,3846.23,69.64,32.29
2023-06-17,22.49,66.16,2468.83,79.93,138.0
2023-06-18,22.49,85.19,4201.89,65.37,49.22
2023-06-19,22.49,63.53,5171.01,84.81,106.59
2023-06-20,22.49,69.38,1297.48,61.96,50.83
2023-06-21,22.49,35.58,1392.2,77.85,68.96
2023-06-22,22.49,61.17,7449.49,85.54,92.37
2023-06-23,22.49,86.9,1588.42,81.94,46.88
2023-06-24,22.49,76.61,7044.51,75.42,94.52
2023-06-25,22.49,35.71,4894.69,75.05,118.88
2023-06-26,22.49,66.62,6627.86,73.57,159.49
2023-06-27,22.49,36.5,2271.32,88.23,178.46
2023-06-28,22.49,75.24,2873.03,72.48,85.25
2023-06-29,22.49,83.93,1194.86,65.07,80.27
2023-06-30,22.49,78.81,7027.04,84.13,92.0
2023-07-01,15.58,81.91,11458.68,82.66,31.2
2023-07-02,17.19,77.51,10893.68,75.69,114.48
2023-07-03,17.25,69.99,3567.05,68.8,135.05
2023-07-04,18.34,38.05,1583.66,60.72,100.92
2023-07-05,17.35,69.55,9847.84,65.82,118.2
2023-07-06,17.84,54.52,2237.68,84.96,174.41
2023-07-07,18.41,49.86,6725.5,83.29,88.68
2023-07-08,16.31,82.06,10537.45,88.61,102.33
2023-07-09,16.44,71.15,3223.35,85.11,83.49
2023-07-10,16.51,40.22,9287.5,61.01,182.09
2023-07-11,17.61,40.55,2366.6,63.26,121.23
2023-07-12,15.74,86.34,7268.66,70.74,164.68
2023-07-13,18.17,36.91,4484.1,82.88,148.67
2023-07-14,16.74,44.76,11708.5,89.59,154.56
2023-07-15,17.9,30.16,3750.08,62.8,125.29
2023-07-16,16.08,52.4,2282.74,78.97,168.23
2023-07-17,18.15,36.85,7501.49,73.88,41.9
2023-07-18,17.13,68.51,8935.04,65.52,105.56
2023-07-19,17.15,83.81,10530.84,69.37,155.14
2023-07-20,15.24,54.74,4333.74,80.89,36.13
2023-07-21,17.82,72.3,11455.1,64.78,83.42
2023-07-22,16.25,53.43,8046.63,63.89,155.65
2023-07-23,16.61,89.96,4758.62,78.7,94.09
2023-07-24,15.67,49.51,7391.64,83.21,75.48
2023-07-25,17.37,79.96,2171.92,82.43,82.28
2023-07-26,15.61,64.87,5917.41,63.55,108.94
2023-07-27,15.7,55.57,10115.53,60.53,108.87
2023-07-28,17.72,51.54,2297.71,82.39,40.57
2023-07-29,18.03,38.87,2079.57,73.09,180.22
2023-07-30,16.27,73.24,6055.98,82.69,71.81
2023-07-31,15.48,77.69,5799.1,85.02,142.24
2023-08-01,13.4,71.23,2279.16,86.11,113.13
2023-08-02,13.8,71.13,13693.58,62.73,94.85
2023-08-03,10.07,38.54,4131.48,67.25,117.24
2023-08-04,11.75,85.96,4083.15,81.52,62.09
2023-08-05,10.98,74.93,7310.22,61.21,175.97
2023-08-06,12.66,40.97,3915.91,80.63,70.57
2023-08-07,10.65,46.48,4150.77,65.54,121.11
2023-08-08,10.08,65.98,8373.13,61.99,84.39
2023-08-09,14.59,37.43,11292.28,60.22,58.39
2023-08-10,12.9,75.23,5149.65,69.15,157.13
2023-08-11,14.83,58.6,6318.39,76.9,198.66
2023-08-12,12.72,59.81,3987.28,83.36,35.22
2023-08-13,13.81,85.98,2663.6,64.13,187.65
2023-08-14,14.5,58.44,7124.96,68.6,46.41
2023-08-15,11.94,75.4,4902.27,88.18,105.21
2023-08-16,11.4,60.35,3680.45,84.81,157.05
2023-08-17,14.77,59.16,14587.05,83.37,127.94
2023-08-18,14.1,72.07,3118.06,73.26,154.29
2023-08-19,12.29,59.99,11824.9,79.21,141.45
2023-08-20,12.96,33.25,12057.25,72.46,194.78
2023-08-21,15.38,64.13,6967.76,60.74,144.68
2023-08-22,11.47,56.46,7352.1,88.13,123.15
2023-08-23,14.23,62.2,14188.96,68.74,39.95
2023-08-24,14.63,78.15,14763.38,79.35,74.42
2023-08-25,10.79,47.98,6480.6,81.29,49.1
2023-08-26,11.81,66.99,8788.15,60.58,101.87
2023-08-27,12.0,71.02,12422.78,69.05,148.25
2023-08-28,10.01,74.22,14023.64,73.58,124.1
2023-08-29,13.52,56.54,10586.41,65.86,68.33
2023-08-30,13.96,49.31,4745.31,77.24,184.56
2023-08-31,11.75,37.0,9859.18,84.55,91.73
2023-09-01,9.19,87.57,11958.82,73.83,172.83
2023-09-02,14.26,49.5,14529.45,85.94,177.42
2023-09-03,13.55,50.19,8719.38,82.78,43.28
2023-09-04,9.65,69.27,9526.39,64.15,34.13
2023-09-05,10.53,62.75,6402.19,61.74,61.91
2023-09-06,11.37,34.2,4731.19,72.91,52.81
2023-09-07,11.92,70.11,9151.07,89.96,128.88
2023-09-08,12.99,30.49,11357.23,75.54,140.33
2023-09-09,13.03,33.56,12798.96,81.57,98.25
2023-09-10,8.55,40.38,8813.88,70.98,95.76
2023-09-11,14.33,34.72,14221.05,87.87,193.55
2023-09-12,8.76,44.11,11775.53,78.83,198.88
2023-09-13,11.47,86.57,10504.63,83.61,114.53
2023-09-14,11.55,41.89,12155.8,80.99,118.67
2023-09-15,10.88,80.06,9651.39,87.12,172.03
2023-09-16,7.78,84.91,5365.42,82.08,121.31
2023-09-17,11.14,52.61,14890.63,65.76,74.53
2023-09-18,10.74,73.66,12724.59,84.27,166.65
2023-09-19,13.0,62.1,12763.73,74.62,102.62
2023-09-20,12.68,40.7,2867.73,82.78,80.76
2023-09-21,13.67,52.96,4268.9,60.02,129.42
2023-09-22,13.87,60.45,8158.98,63.79,55.4
2023-09-23,9.81,85.12,10518.05,67.69,68.17
2023-09-24,8.1,89.17,6601.09,71.32,188.36
2023-09-25,12.41,71.47,15024.37,84.16,108.53
2023-09-26,7.83,68.17,11067.91,86.69,175.47
2023-09-27,9.08,77.08,14967.36,71.51,148.53
2023-09-28,12.47,86.73,12097.67,60.06,168.67
2023-09-29,11.86,63.36,15831.39,84.6,93.39
2023-09-30,13.27,73.41,12935.33,62.12,62.13
2023-10-01,10.41,45.64,3852.28,84.41,118.22
2023-10-02,9.83,45.88,12269.83,84.13,112.7
2023-10-03,13.24,46.15,7909.55,85.97,49.04
2023-10-04,9.87,83.2,12699.87,65.55,156.75
2023-10-05,13.21,59.42,13427.95,85.43,138.75
2023-10-06,10.09,71.79,5996.05,80.59,138.46
2023-10-07,13.18,32.23,4228.03,86.57,57.91
2023-10-08,12.63,79.91,8865.81,69.22,197.83
2023-10-09,13.49,46.1,5516.32,74.01,83.96
2023-10-10,11.32,40.08,13905.2,79.78,141.93
2023-10-11,14.48,51.72,4816.99,67.19,131.74
2023-10-12,14.02,84.64,2829.8,76.91,138.66
2023-10-13,13.48,46.97,5483.77,82.02,165.52
2023-10-14,12.23,82.07,11029.71,88.15,33.4
2023-10-15,14.52,37.85,14116.93,87.19,86.78
2023-10-16,13.84,66.51,4187.98,85.0,143.7
2023-10-17,12.32,58.03,9697.21,63.35,89.64
2023-10-18,11.08,63.36,11248.43,62.59,194.93
2023-10-19,14.27,87.03,8193.44,80.04,106.88
2023-10-20,11.8,59.1,4158.69,77.03,188.62
2023-10-21,10.71,38.24,14292.2,88.58,111.04
2023-10-22,11.89,81.51,10856.65,63.87,181.57
2023-10-23,14.33,43.43,6206.02,76.37,48.81
2023-10-24,15.17,42.23,11799.63,64.92,118.85
2023-10-25,15.17,79.13,7861.18,64.0,187.75
2023-10-26,10.72,70.63,8209.56,61.99,45.82
2023-10-27,13.7,73.65,13572.25,60.13,35.37
2023-10-28,12.71,63.99,2098.28,86.78,89.19
2023-10-29,11.87,45.94,12327.82,72.76,65.95
2023-10-30,11.52,72.24,13355.93,85.42,122.26
2023-10-31,10.69,65.01,6742.73,74.35,133.15
2023-11-01,15.27,62.79,8738.8,75.02,36.62
2023-11-02,18.3,78.72,11539.11,81.75,160.43
2023-11-03,16.96,54.3,2388.65,61.05,55.41
2023-11-04,17.69,81.16,11187.47,62.38,91.87
2023-11-05,15.97,44.19,3417.07,62.8,172.92
2023-11-06,15.75,65.02,5398.36,75.4,72.44
2023-11-07,15.62,74.6,7419.79,63.9,36.15
2023-11-08,15.21,59.72,1806.06,65.06,79.31
2023-11-09,17.93,46.87,7922.17,89.09,139.09
2023-11-10,16.19,69.04,3020.38,81.4,98.76
2023-11-11,17.78,81.5,7314.67,69.36,130.13
2023-11-12,16.44,87.44,2726.67,70.75,155.9
2023-11-13,17.22,65.46,9379.08,68.76,89.35
2023-11-14,17.37,47.43,1740.29,69.03,192.28
2023-11-15,15.8,66.63,5981.38,89.15,41.37
2023-11-16,16.52,66.18,11558.44,86.76,70.39
2023-11-17,17.16,53.92,3818.56,61.05,123.92
2023-11-18,16.31,51.71,3224.68,62.07,53.08
2023-11-19,15.41,72.27,4873.48,89.18,179.99
2023-11-20,17.29,77.36,9354.78,87.62,70.97
2023-11-21,15.72,71.26,9472.19,87.05,33.28
2023-11-22,16.39,75.02,3342.69,70.95,151.95
2023-11-23,17.71,53.46,7422.15,63.41,116.61
2023-11-24,17.8,83.59,7266.76,84.29,194.16
2023-11-25,17.82,34.62,8531.08,62.27,116.28
2023-11-26,18.21,89.02,5561.01,69.35,161.0
2023-11-27,15.88,85.39,8359.5,61.14,194.01
2023-11-28,16.84,43.43,10881.28,80.79,94.03
2023-11-29,18.15,58.46,4722.98,82.83,191.83
2023-11-30,17.92,58.8,10238.04,84.89,180.51
2023-12-01,22.49,53.21,4295.99,80.09,123.31
2023-12-02,22.49,50.11,5613.37,61.89,138.55
2023-12-03,22.49,80.65,4768.65,63.75,192.5
2023-12-04,22.49,42.6,5998.62,72.72,192.12
2023-12-05,22.49,85.57,4764.81,76.03,143.57
2023-12-06,22.49,51.78,5992.78,64.21,85.46
2023-12-07,22.49,56.41,5470.32,80.3,101.35
2023-12-08,22.49,66.84,6230.37,73.13,138.32
2023-12-09,22.49,44.66,4099.66,82.17,36.15
2023-12-10,22.49,32.58,1390.06,71.46,46.33
2023-12-11,22.49,56.58,3932.65,65.69,197.69
2023-12-12,22.49,47.27,3276.26,70.46,183.32
2023-12-13,22.49,63.16,3827.16,65.92,174.25
2023-12-14,22.49,39.38,4403.61,60.52,183.14
2023-12-15,22.49,31.95,4511.36,69.69,85.29
2023-12-16,22.49,43.6,3986.95,75.12,104.24
2023-12-17,22.49,59.33,3465.53,64.86,175.37
2023-12-18,22.49,31.42,2619.9,60.26,181.03
2023-12-19,22.49,75.7,6152.8,75.25,49.83
2023-12-20,22.49,84.91,5306.54,72.19,177.81
2023-12-21,22.49,32.52,6370.86,72.14,82.89
2023-12-22,22.49,63.82,1468.28,72.38,169.27
2023-12-23,22.49,59.07,7807.75,89.69,151.23
2023-12-24,22.49,57.66,4003.03,72.33,94.79
2023-12-25,22.49,68.03,6746.87,65.99,57.72
2023-12-26,22.49,65.57,4271.65,61.53,37.1
2023-12-27,22.49,86.18,2703.74,75.46,42.8
2023-12-28,22.49,77.4,5621.17,61.34,99.46
2023-12-29,22.49,69.0,5373.12,60.23,50.93
2023-12-30,22.49,73.31,4903.04,74.45,189.5
2023-12-31,22.49,72.77,1813.26,76.76,88.29
2024-01-01,29.47,56.64,4282.65,79.83,149.65
2024-01-02,27.23,84.17,3918.32,72.14,162.64
2024-01-03,29.53,36.41,9178.25,77.08,139.66
2024-01-04,27.58,59.71,7056.21,74.54,111.35
2024-01-05,28.11,75.12,2518.47,88.04,190.26
2024-01-06,28.25,89.92,2694.26,62.52,130.54
2024-01-07,27.16,62.35,5724.58,86.82,183.4
2024-01-08,26.61,79.34,9415.59,68.43,52.89
2024-01-09,26.63,89.02,8666.31,89.34,69.04
2024-01-10,26.82,85.25,2432.97,83.29,83.42
2024-01-11,28.73,31.11,1886.05,73.44,82.51
2024-01-12,28.07,43.04,4528.8,79.01,35.58
2024-01-13,27.62,54.02,11345.5,88.41,56.33
2024-01-14,29.99,43.76,1906.5,85.4,86.17
2024-01-15,26.89,60.43,5149.14,63.29,37.57
2024-01-16,28.01,40.62,2262.56,89.34,37.93
2024-01-17,28.59,52.21,9692.37,77.85,53.58
2024-01-18,28.63,59.08,10348.09,62.85,101.23
2024-01-19,26.97,78.07,11783.27,72.39,189.64
2024-01-20,28.84,31.15,3325.58,74.18,196.04
2024-01-21,27.1,63.17,6408.07,82.67,165.45
2024-01-22,28.89,87.41,8909.76,78.34,186.11
2024-01-23,29.6,33.73,4672.29,85.8,89.08
2024-01-24,28.85,54.61,4613.54,79.42,59.71
2024-01-25,27.95,38.19,1952.34,79.36,84.56
2024-01-26,28.98,57.43,3536.16,73.6,66.44
2024-01-27,27.57,66.89,11009.01,81.83,161.05
2024-01-28,29.15,73.68,3904.32,78.3,177.07
2024-01-29,26.59,62.18,11060.43,68.32,50.52
2024-01-30,26.56,86.66,6901.18,80.39,188.5
2024-01-31,29.47,60.56,11447.66,80.29,65.61
2024-02-01,33.99,68.91,8138.82,80.41,57.23
