date,avg_temperature,humidity,co2_emission,energy_consumption,renewable_share,urban_population,industrial_activity_index,energy_price
29/11/2021,17.22,65.26,139.84,5736.67,11.33,85.93,65.52,66.67
30/11/2021,17.27,51.52,196.9,10278.07,17,82.91,96.89,58.07
1/12/2021,22.49,87.24,162.37,6500.63,16.06,75.58,74.33,168.35
2/12/2021,22.49,80.08,105.6,5619.92,7.65,69.66,73.13,91
3/12/2021,22.49,53.29,444.15,1586.63,15.1,84.04,94.08,121.64
4/12/2021,22.49,35.92,331.89,7856.79,11.12,88.81,85.96,74.41
5/12/2021,22.49,46.98,118.56,5031.95,10.45,80.69,64.71,39.39
6/12/2021,22.49,86.06,96.48,7912.97,10.59,67.96,62.75,72.39
7/12/2021,22.49,46.29,135.13,5939.48,13.63,85.6,67.82,176.19
8/12/2021,22.49,43.97,424.27,3689.27,9.86,63.76,76.12,70.43
9/12/2021,22.49,34.79,333.89,7844.13,11.82,64.34,43.46,106.92
10/12/2021,22.49,83.37,473.17,4819.79,10.41,87.87,60.74,72.35
11/12/2021,22.49,76.33,204.78,6696.93,9.56,61.5,49.62,145.79
12/12/2021,22.49,42.79,220.91,1872.32,15.14,64.63,65.15,114.33
13/12/2021,22.49,75.8,433.73,3767.62,13.85,79.53,94.92,94.94
14/12/2021,22.49,60.34,131.71,7403.38,10.07,81.32,95.65,38.17
15/12/2021,22.49,70.62,116.94,3972.94,15.54,68.3,55.42,71.52
16/12/2021,22.49,57.57,249.11,3849.17,16.56,76.29,47.85,169.01
17/12/2021,22.49,71.39,98,5605.22,14.29,69.72,87.81,170.39
18/12/2021,22.49,57.16,356.74,1497.15,16.96,72.75,56.39,90.66
19/12/2021,22.49,58.48,259.35,2605.82,14.63,66.43,64.43,31.98
20/12/2021,22.49,70.47,144.85,2296.16,18.58,78.34,80.03,148.09
21/12/2021,22.49,63.9,444.36,2350.13,15.97,72.89,73.27,148.09
22/12/2021,22.49,87.96,244.43,3490.65,8.51,70.79,70.79,50.7
23/12/2021,22.49,49.71,489.23,6404.32,10.06,69.31,85.14,114.55
24/12/2021,22.49,32.14,384.12,7215.2,14.73,65.2,76.68,36.56
25/12/2021,22.49,88.6,249.35,5732.57,14.4,67.78,48.96,52.71
26/12/2021,22.49,80.98,127.23,5687.52,14.56,85.97,42.4,162.32
27/12/2021,22.49,78.64,120.57,6843.21,17.29,66.82,98.83,66.09
28/12/2021,22.49,81.15,99.65,2218.18,8.97,84.73,91.51,156.75
29/12/2021,22.49,47.91,403.56,4418.13,10,74.52,97.23,104.08
30/12/2021,22.49,84.16,332.24,4803.83,15.81,63.89,50.67,132.85
31/12/2021,22.49,67.77,433.37,1917.51,17.65,85.63,42.45,66.77
1/1/2022,29.19,79.83,275.32,7315.37,14.09,81.41,54.99,101.54
2/1/2022,29.97,85.16,316.09,5094.78,13.41,77.82,94.93,43.52
3/1/2022,28.72,40.93,682.67,3298.47,15.95,82.45,43.69,119.64
4/1/2022,28.07,54.05,576.65,11821.68,13.24,84,46.01,31.86
5/1/2022,29.47,76.71,287.29,11148.63,16.23,60.07,47.27,65.88
6/1/2022,28.09,45.88,86.47,2613.5,15.38,77.05,55.2,86.53
7/1/2022,29.71,38.49,561.3,8163.43,19.99,62.11,58.68,118.16
8/1/2022,28.1,41.76,509.67,5848.26,9.88,60.98,96.72,63.78
9/1/2022,29.01,34.86,522.13,9350.73,20.87,68.05,85.65,180.1
10/1/2022,29.89,88.95,459.09,8639.19,10.78,64.96,41.19,46.26
11/1/2022,29.37,45.25,486.14,7419,21.14,73.17,45.91,100.07
12/1/2022,27.46,49.23,598.03,8206.45,19.02,68.6,62.2,54.92
13/1/2022,27.57,35.41,601.8,7559.32,11.3,61.23,89.61,185.26
14/1/2022,27.94,44.32,410.12,4211.05,13.36,80.86,41.03,48.43
15/1/2022,27.92,30.49,536.65,1585.28,20.25,82.06,75.76,144.29
16/1/2022,28.25,85.83,128.3,9467.75,15.4,86.2,58.08,75.98
17/1/2022,28.5,60.57,330.2,3638.56,10.95,77.76,73.43,99.33
18/1/2022,27.6,83.21,155.07,8469.27,12.61,89.07,65.98,38.89
19/1/2022,29.93,76.93,720.77,6179.81,16.07,88.81,78.09,101.8
20/1/2022,29.64,53.12,740.08,4788.95,16.74,65.04,90.33,76.66
21/1/2022,27.43,56.64,720.65,2122.35,18.42,70.05,44.91,99.32
22/1/2022,29.45,30.37,206.57,8046.35,12.62,64.87,91.57,166.64
23/1/2022,29.35,58.86,112.48,4714.2,13.1,89.02,43.8,39.31
24/1/2022,29.16,42.14,118.85,8700.7,19.67,78.58,55.03,187.38
25/1/2022,28.11,30.06,336.31,5008.47,15.01,77.18,83.56,105.71
26/1/2022,28,67.15,181.25,9150.01,16.21,62.35,88.87,150.41
27/1/2022,29.09,45.51,325.32,6998.26,13.7,74.53,65.34,172.3
28/1/2022,28.78,76.27,707.94,5807.81,15.35,63.86,58.18,68.23
29/1/2022,28.92,48.36,567.96,2105.67,18.78,66.94,98.06,133.14
30/1/2022,29.84,69.05,345.54,3450.61,14.54,63.88,41.73,75.1
31/1/2022,29.5,87.83,160.08,6257.76,18.23,60.95,57.26,197.98
1/2/2022,30.74,40.76,178.26,3715.53,21.81,89.26,72.34,94.17
2/2/2022,29.84,54.99,455.29,11942.39,15.19,76.09,80.57,95.7
3/2/2022,34.82,47.11,394.14,6697.28,20.98,80.35,43.78,183.35
4/2/2022,30.39,42.64,548.79,14454.48,13.62,71.73,71.42,181.19
5/2/2022,30.33,82.42,142.54,4932.27,13.56,82.31,50.44,62.88
6/2/2022,31.14,54.81,785.46,2013.16,20.09,70.94,88.97,31.57
7/2/2022,30.08,59.95,853.6,7840.94,11.62,72.66,53.88,174.47
8/2/2022,32.07,30.24,906.67,3784.27,14.53,62.62,72.28,61.19
9/2/2022,30.79,51.4,311.62,7631.11,12.56,61.82,98.97,163.6
10/2/2022,31.08,43.21,771.73,3894.23,13.27,67.44,86.5,69.29
11/2/2022,34.14,83.78,172.31,9946.44,13.94,77.3,74.56,58.69
12/2/2022,30.73,30.07,891.93,11996.8,20.92,69.76,45.29,79.52
13/2/2022,35.14,31.49,96.35,3574.89,11.71,75.4,80.26,89.36
14/2/2022,30.63,45.77,412.26,10442.73,10.38,85.59,82.16,126.61
15/2/2022,33.26,34.22,208.49,4715.82,18.24,81.91,99.26,173.24
16/2/2022,34.02,82.82,906.82,7599.77,11.21,62.78,79.87,132.6
17/2/2022,35.47,44.96,487.41,4578.3,12.54,68.65,99.32,84.18
18/2/2022,32.38,86.56,328.88,6210.98,12.31,87.42,54.43,124.48
19/2/2022,32.04,46.5,763.7,3245.11,19.84,84.38,79.82,95.52
20/2/2022,33.07,49.56,180.36,4825.57,16.88,80.96,75.81,66.72
21/2/2022,34.14,57.78,188.14,5596.44,10.75,63.55,48.53,186.73
22/2/2022,30.45,61.53,540.94,11183.55,11.03,64.93,55.05,60.19
23/2/2022,33.13,61.64,183.32,4100.45,12.68,81.11,99.83,151.88
24/2/2022,34.62,39.87,306.07,2113.28,15.39,82.93,91.61,167.27
25/2/2022,32.38,48.63,276.91,1955.68,11.74,77.74,60.59,93.34
26/2/2022,33.85,73.71,307.41,7393.02,13.11,73.38,87.24,163.83
27/2/2022,29.63,76.09,838.71,12663.63,12.03,74.89,67.19,53.42
28/2/2022,31.45,45.31,645.49,13366.67,12.79,85.47,66.93,47.48
1/3/2022,35.11,75.99,737.65,14685.24,16.19,62.67,53.98,162.8
2/3/2022,34.32,34.43,331.56,4285.09,18.62,78.7,82.6,92.82
3/3/2022,32.49,66.92,394.68,12356.42,19.8,87.71,61.38,104.05
4/3/2022,34.13,89.83,945.91,13607.58,17.98,78,74.85,54.05
5/3/2022,35.64,79.7,556.97,15446.84,13.45,67.31,50.25,48.37
6/3/2022,33.56,40.74,922.44,7491.21,19.79,80.35,81.43,115.11
7/3/2022,32.42,57.49,524.92,9091.69,10.27,60.21,95.2,98.91
8/3/2022,37.08,42.9,321.19,7349.48,14.1,76.2,87.39,163.43
9/3/2022,33.01,79.85,902.85,5376.39,15.84,64,53.15,153.79
10/3/2022,34.43,63.57,174.39,11935.04,13.13,76.16,56.24,65.46
11/3/2022,36.91,88.23,874.45,2804.62,17.81,86.96,74.13,196.16
12/3/2022,31.39,71.09,571.7,5914.83,10.55,85.44,78.23,166.54
13/3/2022,34.21,77.18,707.65,2081.38,16.32,70.91,82.4,163.55
14/3/2022,34.98,83.38,345.28,11132,17.28,78.45,51.01,32.63
15/3/2022,33.99,33.02,471.55,7062.96,18.52,81.48,75.17,87.65
16/3/2022,35.51,30.75,787.25,10032.69,16.88,89.4,59.96,83.42
17/3/2022,31.61,43.94,847.59,2295.64,15.28,70.79,93.25,157.96
18/3/2022,32.88,84.87,441.18,13904.64,13.99,83.05,74.62,154.61
19/3/2022,34.25,45.01,177.65,9261.37,22.02,74.17,43.88,113.96
20/3/2022,34.41,42.07,586.06,12150.08,19.5,69.9,43.39,57.16
21/3/2022,33.25,33.81,692.77,6308.42,15.62,72.88,93.77,57.68
22/3/2022,32.07,40.02,956.37,10080.64,21.6,61.73,45.97,89.99
23/3/2022,36.65,44.31,656.46,14897.27,17.2,87.44,66.39,65.71
24/3/2022,35.58,34.52,540.14,12004.83,19.44,89.88,80.01,141.24
25/3/2022,30.81,47.78,946.58,15933.12,13.7,83.18,89.33,83.46
26/3/2022,34.8,87.48,691.75,14301.25,20.68,72.85,52.86,135.64
27/3/2022,32.87,68.99,555.41,13426.09,17.18,80.95,78.63,120.8
28/3/2022,32.76,88.8,769.87,11247.08,20.74,76.87,85.75,119.39
29/3/2022,32.82,56.14,842.9,2666.27,20.2,69.51,52.92,153.64
30/3/2022,32.87,72.28,130.16,4531.62,16.9,88.02,55.35,196.4
31/3/2022,34.57,88.54,700.59,8275.35,16.91,84.57,67.02,48.44
1/4/2022,32.8,34.21,917.05,2915.1,19.67,84.77,47.56,176.25
2/4/2022,30.16,57.13,438.47,4320.88,19.48,71.31,87.39,156.66
3/4/2022,29.84,33.26,322.92,2508.02,14.52,71.66,94.05,124.51
4/4/2022,31.58,47.6,782.07,6824.56,15.13,77.53,64.44,100.91
5/4/2022,31.86,79.07,161.01,14644.55,11.45,89.89,62.16,191.06
6/4/2022,29.9,87.39,883.91,10575.87,20.93,82.05,69.7,160.21
7/4/2022,30.39,32.83,678.82,11238.99,14.2,83.3,81.7,93.34
8/4/2022,32.04,61.72,232.94,8322.7,22.88,88.88,70.33,106.75
9/4/2022,33.07,87.94,724.15,13835.45,17.91,86.24,88.93,31.82
10/4/2022,32.2,80.61,579.51,10618.62,20.45,62.85,83.48,71.99
11/4/2022,31.41,48.59,159.47,4764.11,14.32,75.91,83.3,47.05
12/4/2022,32.12,38.51,254.74,3110.94,13.43,61.79,41.74,147.81
13/4/2022,33.86,48.19,766.11,5626.98,15.02,70.67,78.42,35.45
14/4/2022,32.8,45.84,414.79,3589.54,16.44,79.59,66.85,108.53
15/4/2022,31,82.71,281.07,12664.88,12.88,67.21,93,132.68
16/4/2022,30.58,47.51,695.29,3080.73,19.58,76.83,57.08,195.26
17/4/2022,33.45,34.31,667.34,11595.03,13.09,69.53,44.23,128.97
18/4/2022,34.88,73.37,236.38,5482.56,16.13,61.02,64.14,84.89
19/4/2022,29.44,60.44,710.88,8671.46,19.26,63.39,91.05,151.69
20/4/2022,33.69,70.68,344.19,3620.71,15.05,73.76,64.35,128.87
21/4/2022,33.97,42.39,482.63,8815.68,12.35,74.78,52.48,191.05
22/4/2022,32.31,73.33,534.33,7526.16,16.63,75.1,87.34,192.82
23/4/2022,34.76,39.76,434.2,8516.7,15.81,66.71,83.71,126.33
24/4/2022,29.72,48.8,486.42,7476.84,11.36,68.25,64.96,156.58
25/4/2022,31.84,50.52,726.65,4111.81,14.95,89.69,97.04,59.9
26/4/2022,35.24,42.68,542.08,3989.65,18.26,88.57,75.76,139.71
27/4/2022,34.33,46.04,732.19,14338.3,18.11,80.26,74.2,101.78
28/4/2022,31.83,70.42,590.53,4053.36,17.31,85.36,52,163.02
29/4/2022,31.16,35.16,336.59,5807.49,11.96,79.99,60.12,94.98
30/4/2022,29.6,54.12,182.77,14016.98,21.29,64.78,90.12,38.81
1/5/2022,29.85,44.04,524.37,9011.84,17.84,69.27,78.61,73.23
2/5/2022,28.55,60.97,637.76,6125.23,12.2,81.4,65.94,73.7
3/5/2022,27.61,79.88,122.23,4908.8,13.46,89.98,56.12,146.17
4/5/2022,29,79.81,147.23,8399.17,15.58,60.6,49.17,68.02
5/5/2022,29.83,40.88,729.34,7166.48,13.09,60.13,49.9,145.42
6/5/2022,26.81,42.44,731.27,2517.67,21.54,79.84,89.67,123
7/5/2022,28.34,40.35,465.66,8237.12,19.82,77.98,47.96,134.12
8/5/2022,27.83,44.71,397.67,10054.19,10.98,69.89,46.22,189.78
9/5/2022,27.48,82.68,720.15,11984.85,16.9,85.26,70.48,196.8
10/5/2022,29.56,71.55,601.76,5716.25,19.82,67.31,86.68,119.75
11/5/2022,28.94,67.57,721.09,11371.47,17.02,65.54,54.38,48.35
12/5/2022,29.76,46.25,311.53,3130.23,14.6,73.39,50.57,130.76
13/5/2022,28.97,42.5,553.15,5545.35,20.81,80.7,81.37,189.53
14/5/2022,28.2,83.15,628.65,3505.67,15.77,84.87,52.76,133.66
15/5/2022,29.62,71.75,193.21,2989.87,19.9,87.77,50.3,171.93
16/5/2022,27.21,80.78,349.75,8114.38,12.52,82.77,73.74,103.64
17/5/2022,28.54,63.04,483.94,9025.26,13.86,69.2,49.56,61.65
18/5/2022,27.2,77.8,247.6,4441.54,18.06,64.5,57.11,44.14
19/5/2022,29.56,50.75,223.74,2450.3,17.72,85.03,51.45,48.15
20/5/2022,29.47,67.13,632.52,9236.94,11.34,60.43,72.57,81.78
21/5/2022,29.43,89.33,193.71,6867.91,20.43,76.92,75.65,84.5
22/5/2022,28.46,76.46,87.25,5523.09,15.8,86.06,56.64,59.94
23/5/2022,27.43,84.21,285.69,10344.8,16.49,76.92,44.87,135.55
24/5/2022,28.04,80.85,565.93,9381.31,17.75,79.66,61.34,60.91
25/5/2022,29.32,46.49,727.89,5781.61,15.84,65.29,51.45,188.21
26/5/2022,29.79,65.83,737.5,1603.24,20.93,61.17,84.38,94.86
27/5/2022,28.75,58.44,670.85,1633.89,12.31,72.27,44.5,159.99
28/5/2022,29.22,86.23,202.95,2934.23,17.41,68.21,70.01,199.95
29/5/2022,27.78,66.04,303.43,11989.44,12.97,73.81,80.8,121.49
30/5/2022,29.94,66.92,301.02,3068.88,18.86,88.4,41.65,152.05
31/5/2022,28.22,54.27,556.57,6633.8,15.08,66.12,92.95,63.46
1/6/2022,22.49,50.65,193.53,1542.35,15.76,71.89,45.9,35.65
2/6/2022,22.49,40.77,183.4,3575.06,14.27,83.52,57.91,141.12
3/6/2022,22.49,84.46,157.08,2447.95,15.43,82.99,59.31,193.96
4/6/2022,22.49,65.26,346.9,5086.22,14.52,66.64,92.19,82.58
5/6/2022,22.49,79.34,166.52,1651.96,16.01,89.26,93.44,177.46
6/6/2022,22.49,73.72,469.12,3570.23,14.46,71.74,90.68,98.95
7/6/2022,22.49,36.32,486.8,4226.68,18.24,71.3,45.87,188.08
8/6/2022,22.49,86.26,66.76,7199.76,13.83,66.09,88.42,50.71
9/6/2022,22.49,52.83,418.46,3493.54,13.35,68.82,46.24,48.4
10/6/2022,22.49,43.22,481.1,6071.32,12.9,83.36,94.27,105
11/6/2022,22.49,80.94,340.64,4705.78,12.39,83.94,89.21,106.26
12/6/2022,22.49,72.97,74.94,6422.8,18.31,79.31,67.36,149.25
13/6/2022,22.49,81.22,294.81,1177.3,13.97,65.19,49.56,64.55
14/6/2022,22.49,46.25,427.37,3532.12,14.2,88.75,56.11,53.73
15/6/2022,22.49,33.43,424.85,2720.29,10.09,74.23,82.97,152.15
16/6/2022,22.49,54.79,455.41,4883.25,13.38,60.07,72.55,84.28
17/6/2022,22.49,83.44,291.57,7820.01,13.59,61.83,79.74,179.37
18/6/2022,22.49,86.55,243.72,4427.11,11.4,84.71,44.45,147.72
19/6/2022,22.49,46.38,402.02,1925.86,15.84,68.33,40.33,143.71
20/6/2022,22.49,86.75,130.05,6176.67,17.99,80.22,53.88,58.49
21/6/2022,22.49,52.76,253.44,5122.51,19.33,77.74,83.23,197.8
22/6/2022,22.49,43,236.24,7189.88,15.83,76.08,82.58,162.29
23/6/2022,22.49,38.56,387.51,5844.49,17.57,72.53,63.23,195.48
24/6/2022,22.49,34.04,309.46,1702.14,22.18,67.59,75.51,163.64
25/6/2022,22.49,83.08,293.95,1325.9,12.42,62.53,83.41,195.61
26/6/2022,22.49,30.66,208.84,5582.15,14.8,88.47,79,193.91
27/6/2022,22.49,53.11,382.41,5491.75,15.98,68.41,73.82,186.8
28/6/2022,22.49,34.96,327.51,1189.29,12.74,64.79,75.79,67.1
29/6/2022,22.49,87.99,383.21,5393.31,15.36,87.12,51.62,90.16
30/6/2022,22.49,66.97,197.67,5778.46,17.17,87.75,53.9,77.46
1/7/2022,16.04,39.33,102.73,5949.25,20.44,69.84,45.5,52.98
2/7/2022,16.51,53.46,284.73,10598.55,19.6,75.51,87.84,141.08
3/7/2022,17.58,60.71,182.51,4423.48,16.04,74.78,74.07,128.79
4/7/2022,17.81,36.27,564.79,5229.05,13,84.06,81.47,68.25
5/7/2022,16.38,44.54,606.21,11520.67,19.46,73.69,94.82,104.84
6/7/2022,15.24,72.78,213.35,3001.79,19.95,81.73,85.44,179.23
7/7/2022,15.25,77.23,563.04,6401.3,21.31,71.29,52.73,30.13
8/7/2022,15.87,57.11,657.86,7545.48,12.38,87.99,76.79,183.08
9/7/2022,15.94,37.69,485.26,3085.12,20.36,87.41,81.48,138.92
10/7/2022,15.52,50.84,242.56,9809.88,12.59,60.27,74.13,158.19
11/7/2022,15.66,59.47,197.76,6414.36,19.78,65.01,56.42,153
12/7/2022,17.91,70.9,592.13,10111.66,19.81,87.7,87.85,49.94
13/7/2022,15.43,43.34,264.48,6282.74,19.25,86.36,70.4,140.06
14/7/2022,16.67,76.7,189.35,2421.84,12.68,74.41,47.45,112.66
15/7/2022,15.86,75.63,494.78,8157.77,14.29,74.49,89.27,92.09
16/7/2022,15.45,71.95,492.01,7969.66,12.65,69.02,70.82,97.08
17/7/2022,15.51,36.01,274.34,7763.51,13.7,60.06,84.98,105.16
18/7/2022,17.92,68.01,647.38,8128.2,15.27,67.45,69.83,45.12
19/7/2022,15.39,84.87,300.14,9726.91,16.18,71.18,46.78,142.67
20/7/2022,18.04,45.1,253.54,5213.34,12.99,82.01,66.37,71.82
21/7/2022,18.29,41.88,713.28,11644.58,15.72,74.2,99.45,114.24
22/7/2022,18.4,51.03,705.6,6508.26,19.28,83.79,68.11,145.35
23/7/2022,15.27,68.15,711.44,5952.1,13.34,89.93,91.44,152.57
24/7/2022,17.18,69.25,668.97,6493.08,18.09,85.68,86.1,94.33
25/7/2022,16.25,50.81,412.85,4667.54,10.16,79.94,85.07,60.41
26/7/2022,15.11,78.69,314.73,4788.15,18.63,82.4,40.11,37.95
27/7/2022,18.31,61.2,425.44,2748.27,14.34,68.06,58.44,174.96
28/7/2022,16.28,59.31,324.11,4548.42,17.54,75.49,90.71,68.63
29/7/2022,16.02,51.5,321.98,3885.09,16.12,65.59,88.53,191.35
30/7/2022,15.32,76.5,557.16,10851.12,16.55,80.47,64.08,31.39
31/7/2022,16.21,53.8,521.47,6820.7,18.8,62.28,53.27,103.4
1/8/2022,10.27,85.88,131.56,7752.3,14.55,74.63,84.19,43.18
2/8/2022,13.19,45.77,335.35,2136.73,14.85,61.95,77.61,94.63
3/8/2022,11.25,35.53,97.06,10589.51,11.73,79.99,86.25,168.77
4/8/2022,12.49,40.91,931.98,9347.98,19.99,89.21,41.45,91.89
5/8/2022,14.57,69.21,580.59,3915.39,20.26,79.86,43.96,52.61
6/8/2022,12.92,86.68,372.46,11677.58,13.71,78.61,83.39,140.95
7/8/2022,10.64,64.01,183.78,11114.05,16.88,61.36,42.34,194.42
8/8/2022,11.15,73.77,707.29,12476.79,14.88,71.7,75.26,62.29
9/8/2022,12.67,69.53,710.45,8148.29,17.58,82.04,92.52,105.24
10/8/2022,12.58,77.68,672.13,6937.73,13.63,65.25,46.78,40.32
11/8/2022,13.12,77.18,93.93,14240.95,14.84,69.74,63.88,47.39
12/8/2022,14.16,43.42,201.09,2476.55,13.1,73.61,86.1,184.16
13/8/2022,10.43,66.9,817.77,12033.94,14.48,66.15,61.19,181.53
14/8/2022,13.44,53.49,835.89,9699.14,9.83,61.3,43.6,99.22
15/8/2022,13.22,50.33,190.22,4491.48,13.88,78.14,75.8,159.09
16/8/2022,14.5,51.6,756.46,8118.7,16.57,63.93,63.53,90.06
17/8/2022,10.37,33.39,431.35,7859.35,22.05,83.09,91.15,170.75
18/8/2022,11.24,35.74,875.67,5870.36,15.97,80.99,63.67,82.02
19/8/2022,12.51,69.49,623.38,11523.83,19.01,72.33,95.83,110.92
20/8/2022,14.07,31,238.82,3940.53,15.03,61.96,41.6,104.02
21/8/2022,12.73,81.31,673.78,5284.11,15.06,71.72,93.9,34.14
22/8/2022,11.1,73.79,918.56,6589.8,14.02,79.94,49.42,188.69
23/8/2022,10.1,31.48,220.68,5356.55,17.81,89.66,99.92,91.8
24/8/2022,11.49,44.87,291.8,11169.03,18.59,83.35,70.04,195.09
25/8/2022,11.77,39.44,688.73,11781.61,15.48,85.51,60.92,142.36
26/8/2022,14.28,45.45,374.26,13610.25,11.71,78.15,42.3,95.67
27/8/2022,13.42,34.54,473.6,3969.22,12.42,84.81,83.12,48.78
28/8/2022,12.56,66.88,647.72,3453.28,20.24,83.31,99.32,126.35
29/8/2022,14.12,36.67,501.02,11186.41,15.72,60.72,88.75,48.92
30/8/2022,10.08,78.31,580.12,7139.59,17.67,65.67,77.97,128.11
31/8/2022,13.75,46.09,511.31,9927.07,20.11,80.01,54.46,58.67
1/9/2022,13.71,72.1,801.34,6515.51,15.26,78.48,58.59,64.81
2/9/2022,12.47,58.72,894.71,9460.24,9.38,65.15,51.44,82.78
3/9/2022,13.4,57.47,859.57,8484.07,19.07,75.71,66.56,57.9
4/9/2022,10.56,53.31,479.34,9049.42,15.98,79.26,48.34,180
5/9/2022,8.82,52.38,914.71,12262.44,19.01,74.44,99,93.63
6/9/2022,11.3,79.29,675.83,8786.09,20.26,75.36,54.16,156.67
7/9/2022,11.58,89.52,518.91,15962.73,18.78,61.65,57.76,179.07
8/9/2022,13.61,86.9,293.95,3447.79,14.82,83.64,49.06,46.47
9/9/2022,8.1,57.71,849.48,5926.4,11.39,67.15,72.76,106.76
10/9/2022,13.59,49.33,663.32,14329.53,13.56,87.49,93.63,151.78
11/9/2022,13.68,79.08,815.31,6602.89,12.69,88.24,93.36,88.68
12/9/2022,13.82,46.9,251.54,15183.67,12.87,71.66,54.87,116.62
13/9/2022,9.04,46.16,804.48,10813.22,10.03,73.67,53.33,163.5
14/9/2022,9.68,50.01,392.53,6794.45,16.34,81.13,52.51,175.63
15/9/2022,13.94,45.71,829.69,12790.17,11.98,79.17,65.38,194.26
16/9/2022,13.14,34.58,697.38,13089.65,16.69,68.79,58.24,49.41
17/9/2022,14.45,73.3,789.71,4961.29,11.76,64.38,77.72,38.93
18/9/2022,9.71,45.16,217.05,12134.23,19.45,68.41,42.98,60.7
19/9/2022,10.97,81.88,750.79,15134.73,14.35,83.61,83.68,92.37
20/9/2022,7.68,30.78,287.02,15632.92,16.21,72.5,91.1,88.31
21/9/2022,13.78,50,905.8,10679.3,13,64.15,41.03,80.36
22/9/2022,11.78,77.21,469.23,2239.69,12.88,81.41,51.35,72.24
23/9/2022,9.79,41.19,396.24,10690.7,10,60.1,46.21,82.42
24/9/2022,13.95,45.46,208.25,7323.7,12.99,77.48,57.85,73.39
25/9/2022,8.23,49.87,730.75,2148.92,17.19,61.32,80.79,57.5
26/9/2022,12.07,32.09,632.54,4932.57,16.08,72.33,77.17,94.06
27/9/2022,13.76,53.52,460.58,14845.04,16.82,69.42,88.4,39.66
28/9/2022,13.87,83.26,161.61,13649.93,20.16,70.28,51.76,156.33
29/9/2022,9.56,48.09,592.12,14128.06,16.28,63.15,45.76,168.26
30/9/2022,13.49,34.97,355.33,14569.53,17.21,73.59,63.67,131.35
1/10/2022,11.59,48.67,243.72,8230.37,16.18,74.56,40.21,184.09
2/10/2022,9.53,45.33,513.42,10373.98,11.18,60.93,98.22,122.4
3/10/2022,10.83,80.11,311.29,10189.53,12.93,76.35,48,181.97
4/10/2022,14.27,76.01,410.22,3966.38,14.08,71.17,44.85,166.62
5/10/2022,12.12,85.65,922.31,5242.54,14.1,77.78,89.53,170.46
6/10/2022,12.6,47.68,826.54,8306.61,12.99,89.27,66.62,114.97
7/10/2022,11.74,55.65,178.99,7806.78,18.23,79.95,55.97,139.98
8/10/2022,13.72,73.09,190.67,2292.12,21.94,78.77,68.23,33.36
9/10/2022,14.87,34.49,475.55,9426.96,10.59,67.06,57.85,99.51
10/10/2022,10.82,81.89,722.7,5222.38,16.49,60.9,98.54,37.06
11/10/2022,13.73,72.57,278.11,9110.87,15.47,89.2,66.78,161.44
12/10/2022,13.49,59.96,615.39,3961.78,12.43,81.24,74.68,150.02
13/10/2022,13.59,63.63,509.28,11123.2,11.99,86.83,80.72,61.52
14/10/2022,9.54,31.84,350.02,9297.16,14.22,78.03,98.91,123.05
15/10/2022,12.75,44.4,302.38,2571.15,18.24,72.15,52.21,173.1
16/10/2022,14.56,30.83,549.26,5516.91,12.09,77.04,98.49,128.39
17/10/2022,13.06,44.57,172.29,7396.34,13.72,89.41,97.35,165.03
18/10/2022,14.76,45.43,104.2,10654.95,18.74,61.75,86.94,178.68
19/10/2022,13,82.34,322.05,14861.12,14.99,87.16,51.93,162.06
20/10/2022,10.13,81.39,575.26,13484.76,20.33,75.62,82.72,76.17
21/10/2022,12.78,47.33,854.83,8476.96,14.67,80.18,85.57,75.75
22/10/2022,12.52,64.55,148.63,11773.69,17.16,71.22,55.78,135.84
23/10/2022,12.25,76.68,306.11,11936.81,14.67,87.23,72.29,137.47
24/10/2022,11.72,86.32,635.98,11039.84,11.31,77.8,61.17,34.24
25/10/2022,13.32,64.48,726.39,13965.47,16.21,82.8,77.19,139.06
26/10/2022,11.4,54.31,272.52,2783.33,17.7,73.6,46.4,51.64
27/10/2022,15.27,66.11,334.42,8510.42,18.67,74.82,57.52,136.45
28/10/2022,13.34,72.84,663.88,6975.62,15.51,82.5,79.39,36.28
29/10/2022,14.93,40.83,883.72,3958.78,18.41,84.77,71.7,185.38
30/10/2022,14.55,83.32,171.64,12065.69,17.57,78.37,61.54,97.42
31/10/2022,14.98,68.22,251.4,4098.62,21.6,85.23,64.81,83.37
1/11/2022,17.8,77.6,288.56,10459.82,16.15,77.45,60.95,163.36
2/11/2022,16.87,35.54,476.01,9483.75,12.33,85.76,75.51,193.39
3/11/2022,16.7,82.21,471.16,11249.37,20.41,68.25,95.1,180.69
4/11/2022,16.06,71.15,607.57,4183.96,16.56,84.07,82.45,92.94
5/11/2022,16.72,58.95,712.72,10593.31,18.3,72.48,75.63,175.85
6/11/2022,15.93,40.28,86.39,9742.7,10.89,83.37,80.29,178.57
7/11/2022,18.14,64.41,495.51,6594.71,19.36,80.53,46.86,70.26
8/11/2022,18.46,57.39,735.35,11013.14,14.25,67.37,42.9,128.6
9/11/2022,16.68,32.02,503.58,4400.59,11.47,67.23,53.59,118.82
10/11/2022,15.71,45.97,225.07,2701.27,18.34,73.7,46.03,159.44
11/11/2022,17.63,73.83,100.13,4051.28,9.82,63.87,57.15,60.2
12/11/2022,15.61,70.7,138.64,2554.75,20.19,69.8,56.66,102.04
13/11/2022,15.42,84.61,624.39,5232.53,12.17,80.19,77.07,105.05
